Comp	Super.Site	Value	Privacy	Species.mOTUs	Indiv	Part
159611913:stool:ref_mOTU_v2_0897	Stool	-0.1009409206079	Private	ref_mOTU_v2_0897	159611913	stool
159753524:stool:ref_mOTU_v2_0897	Stool	-0.1191747068234	Private	ref_mOTU_v2_0897	159753524	stool
160158126:stool:ref_mOTU_v2_0897	Stool	-0.0722485665675	Private	ref_mOTU_v2_0897	160158126	stool
160178356:stool:ref_mOTU_v2_0897	Stool	0.00801642722279	Not Private	ref_mOTU_v2_0897	160178356	stool
160421117:stool:ref_mOTU_v2_0897	Stool	-0.03142575084669	Private	ref_mOTU_v2_0897	160421117	stool
160502038:stool:ref_mOTU_v2_0897	Stool	-0.099921220049845	Private	ref_mOTU_v2_0897	160502038	stool
160582958:stool:ref_mOTU_v2_0897	Stool	0.0284777611028	Not Private	ref_mOTU_v2_0897	160582958	stool
246515023:stool:ref_mOTU_v2_0897	Stool	0.0651768640392	Not Private	ref_mOTU_v2_0897	246515023	stool
550534656:stool:ref_mOTU_v2_0897	Stool	-0.048140421709220005	Private	ref_mOTU_v2_0897	550534656	stool
604812005:stool:ref_mOTU_v2_0897	Stool	0.1311028048392	Not Private	ref_mOTU_v2_0897	604812005	stool
638754422:stool:ref_mOTU_v2_0897	Stool	0.0014112499665599998	Not Private	ref_mOTU_v2_0897	638754422	stool
706846339:stool:ref_mOTU_v2_0897	Stool	0.0094675353417	Not Private	ref_mOTU_v2_0897	706846339	stool
763840445:stool:ref_mOTU_v2_0897	Stool	-0.13087792316329	Private	ref_mOTU_v2_0897	763840445	stool
763982056:stool:ref_mOTU_v2_0897	Stool	-0.03125422836712	Private	ref_mOTU_v2_0897	763982056	stool
764305738:stool:ref_mOTU_v2_0897	Stool	-0.002240606525781	Private	ref_mOTU_v2_0897	764305738	stool
764325968:stool:ref_mOTU_v2_0897	Stool	-0.0473799906943	Private	ref_mOTU_v2_0897	764325968	stool
764366428:stool:ref_mOTU_v2_0897	Stool	-0.18285227671966	Private	ref_mOTU_v2_0897	764366428	stool
764588959:stool:ref_mOTU_v2_0897	Stool	-4.6241229749e-4	Private	ref_mOTU_v2_0897	764588959	stool
764669880:stool:ref_mOTU_v2_0897	Stool	-0.08972456888704	Private	ref_mOTU_v2_0897	764669880	stool
765094712:stool:ref_mOTU_v2_0897	Stool	8.142874897099999e-4	Not Private	ref_mOTU_v2_0897	765094712	stool
158337416:stool:ref_mOTU_v2_0898	Stool	0.16184175789260002	Not Private	ref_mOTU_v2_0898	158337416	stool
158479027:stool:ref_mOTU_v2_0898	Stool	-0.023372763147499996	Private	ref_mOTU_v2_0898	158479027	stool
158499257:stool:ref_mOTU_v2_0898	Stool	0.016873596419800005	Not Private	ref_mOTU_v2_0898	158499257	stool
158802708:stool:ref_mOTU_v2_0898	Stool	-0.0349352992342	Private	ref_mOTU_v2_0898	158802708	stool
158883629:stool:ref_mOTU_v2_0898	Stool	-0.020093232808709997	Private	ref_mOTU_v2_0898	158883629	stool
158944319:stool:ref_mOTU_v2_0898	Stool	0.0034432801946889997	Not Private	ref_mOTU_v2_0898	158944319	stool
159166850:stool:ref_mOTU_v2_0898	Stool	-0.007798637711500002	Private	ref_mOTU_v2_0898	159166850	stool
159207311:stool:ref_mOTU_v2_0898	Stool	-0.012254081962529998	Private	ref_mOTU_v2_0898	159207311	stool
159227541:stool:ref_mOTU_v2_0898	Stool	-0.02510589539067	Private	ref_mOTU_v2_0898	159227541	stool
159247771:stool:ref_mOTU_v2_0898	Stool	-0.0332873171956	Private	ref_mOTU_v2_0898	159247771	stool
159268001:stool:ref_mOTU_v2_0898	Stool	-1.0916047272999997e-4	Private	ref_mOTU_v2_0898	159268001	stool
159369152:stool:ref_mOTU_v2_0898	Stool	-0.029668533594939997	Private	ref_mOTU_v2_0898	159369152	stool
159490532:stool:ref_mOTU_v2_0898	Stool	-0.02040503505306	Private	ref_mOTU_v2_0898	159490532	stool
159510762:stool:ref_mOTU_v2_0898	Stool	-0.010388676735460001	Private	ref_mOTU_v2_0898	159510762	stool
159551223:stool:ref_mOTU_v2_0898	Stool	-0.0608318427515	Private	ref_mOTU_v2_0898	159551223	stool
159571453:stool:ref_mOTU_v2_0898	Stool	0.0908964018941	Not Private	ref_mOTU_v2_0898	159571453	stool
159611913:stool:ref_mOTU_v2_0898	Stool	-0.036829144544699995	Private	ref_mOTU_v2_0898	159611913	stool
159753524:stool:ref_mOTU_v2_0898	Stool	-0.0071998094703	Private	ref_mOTU_v2_0898	159753524	stool
159814214:stool:ref_mOTU_v2_0898	Stool	-0.0844619971007	Private	ref_mOTU_v2_0898	159814214	stool
160178356:stool:ref_mOTU_v2_0898	Stool	0.0092107092798	Not Private	ref_mOTU_v2_0898	160178356	stool
160319967:stool:ref_mOTU_v2_0898	Stool	-0.0165368257648	Private	ref_mOTU_v2_0898	160319967	stool
160421117:stool:ref_mOTU_v2_0898	Stool	-0.021851219693999998	Private	ref_mOTU_v2_0898	160421117	stool
160502038:stool:ref_mOTU_v2_0898	Stool	-0.04572848989285	Private	ref_mOTU_v2_0898	160502038	stool
160582958:stool:ref_mOTU_v2_0898	Stool	0.015222485911399998	Not Private	ref_mOTU_v2_0898	160582958	stool
370425937:stool:ref_mOTU_v2_0898	Stool	-0.082053244149441	Private	ref_mOTU_v2_0898	370425937	stool
508703490:stool:ref_mOTU_v2_0898	Stool	-0.00811091474633	Private	ref_mOTU_v2_0898	508703490	stool
604812005:stool:ref_mOTU_v2_0898	Stool	-0.018472797845749997	Private	ref_mOTU_v2_0898	604812005	stool
638754422:stool:ref_mOTU_v2_0898	Stool	-0.0754858649211	Private	ref_mOTU_v2_0898	638754422	stool
675950834:stool:ref_mOTU_v2_0898	Stool	0.020300412139899998	Not Private	ref_mOTU_v2_0898	675950834	stool
686765762:stool:ref_mOTU_v2_0898	Stool	-0.0302153799669	Private	ref_mOTU_v2_0898	686765762	stool
706846339:stool:ref_mOTU_v2_0898	Stool	-0.039764911676	Private	ref_mOTU_v2_0898	706846339	stool
763496533:stool:ref_mOTU_v2_0898	Stool	-0.028735296806900006	Private	ref_mOTU_v2_0898	763496533	stool
763536994:stool:ref_mOTU_v2_0898	Stool	0.09018846839509	Not Private	ref_mOTU_v2_0898	763536994	stool
763577454:stool:ref_mOTU_v2_0898	Stool	0.0180498114897	Not Private	ref_mOTU_v2_0898	763577454	stool
763678604:stool:ref_mOTU_v2_0898	Stool	0.15324439067829998	Not Private	ref_mOTU_v2_0898	763678604	stool
763759525:stool:ref_mOTU_v2_0898	Stool	-0.0206992902492	Private	ref_mOTU_v2_0898	763759525	stool
763820215:stool:ref_mOTU_v2_0898	Stool	0.0034996759254400005	Not Private	ref_mOTU_v2_0898	763820215	stool
763840445:stool:ref_mOTU_v2_0898	Stool	-0.02276390715997	Private	ref_mOTU_v2_0898	763840445	stool
763860675:stool:ref_mOTU_v2_0898	Stool	0.029153603676000006	Not Private	ref_mOTU_v2_0898	763860675	stool
763901136:stool:ref_mOTU_v2_0898	Stool	-0.04297256258849999	Private	ref_mOTU_v2_0898	763901136	stool
763961826:stool:ref_mOTU_v2_0898	Stool	0.0132177382635	Not Private	ref_mOTU_v2_0898	763961826	stool
763982056:stool:ref_mOTU_v2_0898	Stool	-0.018076044607500008	Private	ref_mOTU_v2_0898	763982056	stool
764042746:stool:ref_mOTU_v2_0898	Stool	-0.0192751683859	Private	ref_mOTU_v2_0898	764042746	stool
764062976:stool:ref_mOTU_v2_0898	Stool	-0.0232751298772	Private	ref_mOTU_v2_0898	764062976	stool
764143897:stool:ref_mOTU_v2_0898	Stool	1.9999534776999998e-4	Not Private	ref_mOTU_v2_0898	764143897	stool
764224817:stool:ref_mOTU_v2_0898	Stool	-0.017325440738300002	Private	ref_mOTU_v2_0898	764224817	stool
764285508:stool:ref_mOTU_v2_0898	Stool	0.0409628706517	Not Private	ref_mOTU_v2_0898	764285508	stool
764325968:stool:ref_mOTU_v2_0898	Stool	-0.017489273475299997	Private	ref_mOTU_v2_0898	764325968	stool
764366428:stool:ref_mOTU_v2_0898	Stool	-0.052392367674522	Private	ref_mOTU_v2_0898	764366428	stool
764447348:stool:ref_mOTU_v2_0898	Stool	-0.0414248105034	Private	ref_mOTU_v2_0898	764447348	stool
764487809:stool:ref_mOTU_v2_0898	Stool	-0.0128429201222	Private	ref_mOTU_v2_0898	764487809	stool
764508039:stool:ref_mOTU_v2_0898	Stool	-0.02094423409273	Private	ref_mOTU_v2_0898	764508039	stool
764588959:stool:ref_mOTU_v2_0898	Stool	0.06340793779111	Not Private	ref_mOTU_v2_0898	764588959	stool
764649650:stool:ref_mOTU_v2_0898	Stool	-0.031046525686	Private	ref_mOTU_v2_0898	764649650	stool
765034022:stool:ref_mOTU_v2_0898	Stool	-0.00149826318136	Private	ref_mOTU_v2_0898	765034022	stool
765074482:stool:ref_mOTU_v2_0898	Stool	-0.0030546384963999994	Private	ref_mOTU_v2_0898	765074482	stool
765135172:stool:ref_mOTU_v2_0898	Stool	-0.055178541597994	Private	ref_mOTU_v2_0898	765135172	stool
765337473:stool:ref_mOTU_v2_0898	Stool	-0.027322162230099995	Private	ref_mOTU_v2_0898	765337473	stool
765640925:stool:ref_mOTU_v2_0898	Stool	-0.042802659364199996	Private	ref_mOTU_v2_0898	765640925	stool
765701615:stool:ref_mOTU_v2_0898	Stool	0.025835477318400003	Not Private	ref_mOTU_v2_0898	765701615	stool
809635352:stool:ref_mOTU_v2_0898	Stool	0.031857088888299995	Not Private	ref_mOTU_v2_0898	809635352	stool
823052294:stool:ref_mOTU_v2_0898	Stool	-0.01885495795347	Private	ref_mOTU_v2_0898	823052294	stool
158337416:stool:ref_mOTU_v2_1074	Stool	-0.1635844323904	Private	ref_mOTU_v2_1074	158337416	stool
158499257:stool:ref_mOTU_v2_1074	Stool	0.00935538084332	Not Private	ref_mOTU_v2_1074	158499257	stool
158802708:stool:ref_mOTU_v2_1074	Stool	-0.06197974662	Private	ref_mOTU_v2_1074	158802708	stool
159207311:stool:ref_mOTU_v2_1074	Stool	5.14738485487e-4	Not Private	ref_mOTU_v2_1074	159207311	stool
159571453:stool:ref_mOTU_v2_1074	Stool	-0.0036433066731999947	Private	ref_mOTU_v2_1074	159571453	stool
159753524:stool:ref_mOTU_v2_1074	Stool	-0.14619700513734	Private	ref_mOTU_v2_1074	159753524	stool
159814214:stool:ref_mOTU_v2_1074	Stool	9.779683866800002e-4	Not Private	ref_mOTU_v2_1074	159814214	stool
160380657:stool:ref_mOTU_v2_1074	Stool	-0.168204471303575	Private	ref_mOTU_v2_1074	160380657	stool
160582958:stool:ref_mOTU_v2_1074	Stool	0.0018327973018279998	Not Private	ref_mOTU_v2_1074	160582958	stool
338793263:stool:ref_mOTU_v2_1074	Stool	9.887114769469999e-4	Not Private	ref_mOTU_v2_1074	338793263	stool
675950834:stool:ref_mOTU_v2_1074	Stool	-0.042017916681700004	Private	ref_mOTU_v2_1074	675950834	stool
686765762:stool:ref_mOTU_v2_1074	Stool	0.00144888416104	Not Private	ref_mOTU_v2_1074	686765762	stool
763536994:stool:ref_mOTU_v2_1074	Stool	0.15857205184085998	Not Private	ref_mOTU_v2_1074	763536994	stool
763577454:stool:ref_mOTU_v2_1074	Stool	6.4803030069e-4	Not Private	ref_mOTU_v2_1074	763577454	stool
763678604:stool:ref_mOTU_v2_1074	Stool	6.606711360089999e-4	Not Private	ref_mOTU_v2_1074	763678604	stool
763759525:stool:ref_mOTU_v2_1074	Stool	-1.0331312745000005e-4	Private	ref_mOTU_v2_1074	763759525	stool
763820215:stool:ref_mOTU_v2_1074	Stool	0.00190187875437	Not Private	ref_mOTU_v2_1074	763820215	stool
763982056:stool:ref_mOTU_v2_1074	Stool	-0.00811162902983	Private	ref_mOTU_v2_1074	763982056	stool
764042746:stool:ref_mOTU_v2_1074	Stool	-7.020539806200001e-4	Private	ref_mOTU_v2_1074	764042746	stool
764143897:stool:ref_mOTU_v2_1074	Stool	-0.00903226711812	Private	ref_mOTU_v2_1074	764143897	stool
764305738:stool:ref_mOTU_v2_1074	Stool	4.1095353420700007e-4	Not Private	ref_mOTU_v2_1074	764305738	stool
764325968:stool:ref_mOTU_v2_1074	Stool	-0.07167077130764	Private	ref_mOTU_v2_1074	764325968	stool
764588959:stool:ref_mOTU_v2_1074	Stool	7.8366374686e-4	Not Private	ref_mOTU_v2_1074	764588959	stool
764669880:stool:ref_mOTU_v2_1074	Stool	-0.015515568334840002	Private	ref_mOTU_v2_1074	764669880	stool
765034022:stool:ref_mOTU_v2_1074	Stool	0.001060855845768	Not Private	ref_mOTU_v2_1074	765034022	stool
765074482:stool:ref_mOTU_v2_1074	Stool	-0.1502053857536	Private	ref_mOTU_v2_1074	765074482	stool
765094712:stool:ref_mOTU_v2_1074	Stool	0.001306944930468	Not Private	ref_mOTU_v2_1074	765094712	stool
765640925:stool:ref_mOTU_v2_1074	Stool	0.001266420173672	Not Private	ref_mOTU_v2_1074	765640925	stool
159753524:stool:ref_mOTU_v2_1301	Stool	-0.13786151767962002	Private	ref_mOTU_v2_1301	159753524	stool
763901136:stool:ref_mOTU_v2_1301	Stool	-0.06986081126627	Private	ref_mOTU_v2_1301	763901136	stool
159753524:stool:ref_mOTU_v2_1376	Stool	-0.006012015320199999	Private	ref_mOTU_v2_1376	159753524	stool
763536994:stool:ref_mOTU_v2_1376	Stool	0.04761343216530001	Not Private	ref_mOTU_v2_1376	763536994	stool
763577454:stool:ref_mOTU_v2_1376	Stool	-0.008597883597850001	Private	ref_mOTU_v2_1376	763577454	stool
158802708:stool:ref_mOTU_v2_1378	Stool	0.007608253649199998	Not Private	ref_mOTU_v2_1378	158802708	stool
159166850:stool:ref_mOTU_v2_1378	Stool	-0.0035360248230299988	Private	ref_mOTU_v2_1378	159166850	stool
159207311:stool:ref_mOTU_v2_1378	Stool	0.08805577876609999	Not Private	ref_mOTU_v2_1378	159207311	stool
159227541:stool:ref_mOTU_v2_1378	Stool	-0.03165340672006	Private	ref_mOTU_v2_1378	159227541	stool
159247771:stool:ref_mOTU_v2_1378	Stool	-0.0029909199075400005	Private	ref_mOTU_v2_1378	159247771	stool
159268001:stool:ref_mOTU_v2_1378	Stool	8.908724878299995e-4	Not Private	ref_mOTU_v2_1378	159268001	stool
159510762:stool:ref_mOTU_v2_1378	Stool	5.553070789799997e-4	Not Private	ref_mOTU_v2_1378	159510762	stool
159551223:stool:ref_mOTU_v2_1378	Stool	0.0195099209131	Not Private	ref_mOTU_v2_1378	159551223	stool
159571453:stool:ref_mOTU_v2_1378	Stool	-0.0331286617688	Private	ref_mOTU_v2_1378	159571453	stool
160319967:stool:ref_mOTU_v2_1378	Stool	-0.09181121791383001	Private	ref_mOTU_v2_1378	160319967	stool
160421117:stool:ref_mOTU_v2_1378	Stool	-0.00205803917132	Private	ref_mOTU_v2_1378	160421117	stool
160502038:stool:ref_mOTU_v2_1378	Stool	-0.00265402005965	Private	ref_mOTU_v2_1378	160502038	stool
160582958:stool:ref_mOTU_v2_1378	Stool	-0.0408060834213	Private	ref_mOTU_v2_1378	160582958	stool
160603188:stool:ref_mOTU_v2_1378	Stool	-0.02858201575803	Private	ref_mOTU_v2_1378	160603188	stool
604812005:stool:ref_mOTU_v2_1378	Stool	-0.09258076524073	Private	ref_mOTU_v2_1378	604812005	stool
638754422:stool:ref_mOTU_v2_1378	Stool	-0.13277836819572	Private	ref_mOTU_v2_1378	638754422	stool
675950834:stool:ref_mOTU_v2_1378	Stool	0.0020032755110799996	Not Private	ref_mOTU_v2_1378	675950834	stool
706846339:stool:ref_mOTU_v2_1378	Stool	4.3809691267999995e-4	Not Private	ref_mOTU_v2_1378	706846339	stool
763496533:stool:ref_mOTU_v2_1378	Stool	-0.0026291108245	Private	ref_mOTU_v2_1378	763496533	stool
763536994:stool:ref_mOTU_v2_1378	Stool	0.051040241499600014	Not Private	ref_mOTU_v2_1378	763536994	stool
763678604:stool:ref_mOTU_v2_1378	Stool	-0.05458736815437	Private	ref_mOTU_v2_1378	763678604	stool
763840445:stool:ref_mOTU_v2_1378	Stool	4.2076703868e-4	Not Private	ref_mOTU_v2_1378	763840445	stool
763901136:stool:ref_mOTU_v2_1378	Stool	-0.10818049598395	Private	ref_mOTU_v2_1378	763901136	stool
763961826:stool:ref_mOTU_v2_1378	Stool	0.033549618407099996	Not Private	ref_mOTU_v2_1378	763961826	stool
763982056:stool:ref_mOTU_v2_1378	Stool	-0.07790926525546	Private	ref_mOTU_v2_1378	763982056	stool
764224817:stool:ref_mOTU_v2_1378	Stool	-0.1092552777227	Private	ref_mOTU_v2_1378	764224817	stool
764366428:stool:ref_mOTU_v2_1378	Stool	-0.045681034914456	Private	ref_mOTU_v2_1378	764366428	stool
764487809:stool:ref_mOTU_v2_1378	Stool	0.040028306600979995	Not Private	ref_mOTU_v2_1378	764487809	stool
764508039:stool:ref_mOTU_v2_1378	Stool	-0.09908414267557	Private	ref_mOTU_v2_1378	764508039	stool
764649650:stool:ref_mOTU_v2_1378	Stool	-0.01789216291815	Private	ref_mOTU_v2_1378	764649650	stool
765094712:stool:ref_mOTU_v2_1378	Stool	-0.10003305135396999	Private	ref_mOTU_v2_1378	765094712	stool
765640925:stool:ref_mOTU_v2_1378	Stool	-0.10152436550863	Private	ref_mOTU_v2_1378	765640925	stool
765701615:stool:ref_mOTU_v2_1378	Stool	-0.03995817741300001	Private	ref_mOTU_v2_1378	765701615	stool
809635352:stool:ref_mOTU_v2_1378	Stool	-0.049389073713000005	Private	ref_mOTU_v2_1378	809635352	stool
823052294:stool:ref_mOTU_v2_1378	Stool	-0.01443523854934	Private	ref_mOTU_v2_1378	823052294	stool
158337416:stool:ref_mOTU_v2_1387	Stool	-0.044523916138462	Private	ref_mOTU_v2_1387	158337416	stool
550534656:stool:ref_mOTU_v2_1387	Stool	9.989547204480001e-4	Not Private	ref_mOTU_v2_1387	550534656	stool
763496533:stool:ref_mOTU_v2_1387	Stool	0.11401770888118899	Not Private	ref_mOTU_v2_1387	763496533	stool
763577454:stool:ref_mOTU_v2_1387	Stool	-0.04645484915649	Private	ref_mOTU_v2_1387	763577454	stool
763759525:stool:ref_mOTU_v2_1387	Stool	5.94298463641e-4	Not Private	ref_mOTU_v2_1387	763759525	stool
765701615:stool:ref_mOTU_v2_1387	Stool	-0.03205559915038	Private	ref_mOTU_v2_1387	765701615	stool
158479027:stool:ref_mOTU_v2_1416	Stool	0.024627275689200007	Not Private	ref_mOTU_v2_1416	158479027	stool
158802708:stool:ref_mOTU_v2_1416	Stool	-0.111025340313532	Private	ref_mOTU_v2_1416	158802708	stool
159207311:stool:ref_mOTU_v2_1416	Stool	-0.0423589588998	Private	ref_mOTU_v2_1416	159207311	stool
159551223:stool:ref_mOTU_v2_1416	Stool	-0.03385062977100001	Private	ref_mOTU_v2_1416	159551223	stool
159753524:stool:ref_mOTU_v2_1416	Stool	-0.08864299331122	Private	ref_mOTU_v2_1416	159753524	stool
159814214:stool:ref_mOTU_v2_1416	Stool	-0.08697513606781	Private	ref_mOTU_v2_1416	159814214	stool
160319967:stool:ref_mOTU_v2_1416	Stool	-0.06835102080120001	Private	ref_mOTU_v2_1416	160319967	stool
160380657:stool:ref_mOTU_v2_1416	Stool	-0.01660458287056	Private	ref_mOTU_v2_1416	160380657	stool
160502038:stool:ref_mOTU_v2_1416	Stool	-0.111380549956139	Private	ref_mOTU_v2_1416	160502038	stool
160582958:stool:ref_mOTU_v2_1416	Stool	-0.0872041200446	Private	ref_mOTU_v2_1416	160582958	stool
338793263:stool:ref_mOTU_v2_1416	Stool	-0.089090427156786	Private	ref_mOTU_v2_1416	338793263	stool
508703490:stool:ref_mOTU_v2_1416	Stool	-0.018480996737691	Private	ref_mOTU_v2_1416	508703490	stool
638754422:stool:ref_mOTU_v2_1416	Stool	-0.006389810564299998	Private	ref_mOTU_v2_1416	638754422	stool
675950834:stool:ref_mOTU_v2_1416	Stool	-0.051416833724830004	Private	ref_mOTU_v2_1416	675950834	stool
706846339:stool:ref_mOTU_v2_1416	Stool	-0.08710528317949	Private	ref_mOTU_v2_1416	706846339	stool
737052003:stool:ref_mOTU_v2_1416	Stool	-0.0700471946265	Private	ref_mOTU_v2_1416	737052003	stool
763496533:stool:ref_mOTU_v2_1416	Stool	-0.06734852833890001	Private	ref_mOTU_v2_1416	763496533	stool
763536994:stool:ref_mOTU_v2_1416	Stool	0.1636583988071	Not Private	ref_mOTU_v2_1416	763536994	stool
763577454:stool:ref_mOTU_v2_1416	Stool	-0.03763175009255	Private	ref_mOTU_v2_1416	763577454	stool
763678604:stool:ref_mOTU_v2_1416	Stool	-0.016611984614899995	Private	ref_mOTU_v2_1416	763678604	stool
763820215:stool:ref_mOTU_v2_1416	Stool	-0.018066799233899998	Private	ref_mOTU_v2_1416	763820215	stool
763840445:stool:ref_mOTU_v2_1416	Stool	-0.06467477726029999	Private	ref_mOTU_v2_1416	763840445	stool
763860675:stool:ref_mOTU_v2_1416	Stool	0.0809121676389	Not Private	ref_mOTU_v2_1416	763860675	stool
763961826:stool:ref_mOTU_v2_1416	Stool	-0.08057112068210001	Private	ref_mOTU_v2_1416	763961826	stool
764062976:stool:ref_mOTU_v2_1416	Stool	0.016555281865800006	Not Private	ref_mOTU_v2_1416	764062976	stool
764143897:stool:ref_mOTU_v2_1416	Stool	0.11282607163700001	Not Private	ref_mOTU_v2_1416	764143897	stool
764224817:stool:ref_mOTU_v2_1416	Stool	-0.08158085061920001	Private	ref_mOTU_v2_1416	764224817	stool
764285508:stool:ref_mOTU_v2_1416	Stool	0.09121079821140002	Not Private	ref_mOTU_v2_1416	764285508	stool
764366428:stool:ref_mOTU_v2_1416	Stool	-0.036522896419812996	Private	ref_mOTU_v2_1416	764366428	stool
764508039:stool:ref_mOTU_v2_1416	Stool	-0.007815258606099999	Private	ref_mOTU_v2_1416	764508039	stool
764649650:stool:ref_mOTU_v2_1416	Stool	-0.040704501589200005	Private	ref_mOTU_v2_1416	764649650	stool
765074482:stool:ref_mOTU_v2_1416	Stool	0.0025992354405999923	Not Private	ref_mOTU_v2_1416	765074482	stool
765094712:stool:ref_mOTU_v2_1416	Stool	-0.031182872281499997	Private	ref_mOTU_v2_1416	765094712	stool
809635352:stool:ref_mOTU_v2_1416	Stool	-0.03318087793723	Private	ref_mOTU_v2_1416	809635352	stool
158337416:stool:ref_mOTU_v2_1481	Stool	-0.061600215639660005	Private	ref_mOTU_v2_1481	158337416	stool
158479027:stool:ref_mOTU_v2_1481	Stool	-0.10207291887369	Private	ref_mOTU_v2_1481	158479027	stool
158802708:stool:ref_mOTU_v2_1481	Stool	-0.047707710239579995	Private	ref_mOTU_v2_1481	158802708	stool
159247771:stool:ref_mOTU_v2_1481	Stool	-0.07617240220613	Private	ref_mOTU_v2_1481	159247771	stool
159753524:stool:ref_mOTU_v2_1481	Stool	-0.08211033338309	Private	ref_mOTU_v2_1481	159753524	stool
508703490:stool:ref_mOTU_v2_1481	Stool	-0.004284767815190001	Private	ref_mOTU_v2_1481	508703490	stool
604812005:stool:ref_mOTU_v2_1481	Stool	-0.0106122367673	Private	ref_mOTU_v2_1481	604812005	stool
706846339:stool:ref_mOTU_v2_1481	Stool	-0.09500582667274	Private	ref_mOTU_v2_1481	706846339	stool
763678604:stool:ref_mOTU_v2_1481	Stool	-0.13562416748086	Private	ref_mOTU_v2_1481	763678604	stool
763982056:stool:ref_mOTU_v2_1481	Stool	-0.02159362201133	Private	ref_mOTU_v2_1481	763982056	stool
765034022:stool:ref_mOTU_v2_1481	Stool	-0.00998945571192	Private	ref_mOTU_v2_1481	765034022	stool
765074482:stool:ref_mOTU_v2_1481	Stool	-0.02524607103153	Private	ref_mOTU_v2_1481	765074482	stool
159227541:stool:ref_mOTU_v2_1706	Stool	0.0027544812406399997	Not Private	ref_mOTU_v2_1706	159227541	stool
508703490:stool:ref_mOTU_v2_1706	Stool	3.993346444999997e-5	Not Private	ref_mOTU_v2_1706	508703490	stool
675950834:stool:ref_mOTU_v2_1706	Stool	-0.10250254606763	Private	ref_mOTU_v2_1706	675950834	stool
763536994:stool:ref_mOTU_v2_1706	Stool	0.00255984708729	Not Private	ref_mOTU_v2_1706	763536994	stool
763860675:stool:ref_mOTU_v2_1706	Stool	-0.0042048898641500005	Private	ref_mOTU_v2_1706	763860675	stool
763901136:stool:ref_mOTU_v2_1706	Stool	0.05604926908572	Not Private	ref_mOTU_v2_1706	763901136	stool
764508039:stool:ref_mOTU_v2_1706	Stool	-0.05267930106445	Private	ref_mOTU_v2_1706	764508039	stool
765074482:stool:ref_mOTU_v2_1706	Stool	-0.16573401519335001	Private	ref_mOTU_v2_1706	765074482	stool
158337416:stool:ref_mOTU_v2_2358	Stool	-0.094897268549941	Private	ref_mOTU_v2_2358	158337416	stool
158944319:stool:ref_mOTU_v2_2358	Stool	-6.9490549824e-4	Private	ref_mOTU_v2_2358	158944319	stool
159247771:stool:ref_mOTU_v2_2358	Stool	-0.025214783631049998	Private	ref_mOTU_v2_2358	159247771	stool
159490532:stool:ref_mOTU_v2_2358	Stool	0.1153953893359	Not Private	ref_mOTU_v2_2358	159490532	stool
159551223:stool:ref_mOTU_v2_2358	Stool	-0.01885248110585	Private	ref_mOTU_v2_2358	159551223	stool
159611913:stool:ref_mOTU_v2_2358	Stool	-0.10702674230897	Private	ref_mOTU_v2_2358	159611913	stool
763678604:stool:ref_mOTU_v2_2358	Stool	-0.02113876056905	Private	ref_mOTU_v2_2358	763678604	stool
763901136:stool:ref_mOTU_v2_2358	Stool	-0.0010585130724599999	Private	ref_mOTU_v2_2358	763901136	stool
764062976:stool:ref_mOTU_v2_2358	Stool	-0.022131330537410003	Private	ref_mOTU_v2_2358	764062976	stool
764366428:stool:ref_mOTU_v2_2358	Stool	-0.026862003217375002	Private	ref_mOTU_v2_2358	764366428	stool
764487809:stool:ref_mOTU_v2_2358	Stool	-0.03190995921973001	Private	ref_mOTU_v2_2358	764487809	stool
765074482:stool:ref_mOTU_v2_2358	Stool	0.140813288958	Not Private	ref_mOTU_v2_2358	765074482	stool
158337416:stool:ref_mOTU_v2_2805	Stool	-1.483258219200001e-4	Private	ref_mOTU_v2_2805	158337416	stool
158479027:stool:ref_mOTU_v2_2805	Stool	-0.09618969203223	Private	ref_mOTU_v2_2805	158479027	stool
158802708:stool:ref_mOTU_v2_2805	Stool	-0.00168117164062	Private	ref_mOTU_v2_2805	158802708	stool
158883629:stool:ref_mOTU_v2_2805	Stool	-0.014920235897737	Private	ref_mOTU_v2_2805	158883629	stool
159753524:stool:ref_mOTU_v2_2805	Stool	-0.11220992853272001	Private	ref_mOTU_v2_2805	159753524	stool
160421117:stool:ref_mOTU_v2_2805	Stool	-0.052368572327688	Private	ref_mOTU_v2_2805	160421117	stool
160603188:stool:ref_mOTU_v2_2805	Stool	-0.112249626582	Private	ref_mOTU_v2_2805	160603188	stool
508703490:stool:ref_mOTU_v2_2805	Stool	-0.001717189145159	Private	ref_mOTU_v2_2805	508703490	stool
550534656:stool:ref_mOTU_v2_2805	Stool	-0.0022974135168890002	Private	ref_mOTU_v2_2805	550534656	stool
763496533:stool:ref_mOTU_v2_2805	Stool	-0.005461623204499999	Private	ref_mOTU_v2_2805	763496533	stool
764143897:stool:ref_mOTU_v2_2805	Stool	-0.052225946922007	Private	ref_mOTU_v2_2805	764143897	stool
764224817:stool:ref_mOTU_v2_2805	Stool	6.180368041000008e-5	Not Private	ref_mOTU_v2_2805	764224817	stool
764588959:stool:ref_mOTU_v2_2805	Stool	-0.1851643648781	Private	ref_mOTU_v2_2805	764588959	stool
765094712:stool:ref_mOTU_v2_2805	Stool	-0.12178531723075099	Private	ref_mOTU_v2_2805	765094712	stool
